municipio;perc_abst;1rpartit;2npartit;Nom comarca;PSC.perc;Poblacio
Torre-serona;32;ERC;JxCat;Segrià;19.35483870967742;398
Tremp;46.12;JxCat;ERC;Pallars Jussà;19.265639165911153;5911
Vallbona de les Monges;33.49;JxCat;ERC;Urgell;7.462686567164178;243
Les Valls de Valira;58.89;ERC;JxCat;Alt Urgell;13.247863247863249;784
Vallfogona de Balaguer;37.55;JxCat;ERC;Noguera;13.549160671462829;1906
Verdú;42.53;JxCat;ERC;Urgell;9.343434343434344;902
Vielha e Mijaran;54.16;PSC;ERC;Aran;30.897207367795605;5611
Vilagrassa;34.55;JxCat;ERC;Urgell;14.049586776859504;560
Vilaller;43.42;PDeCAT;PSC;Alta Ribagorça;20.98765432098765;549
Vilamòs;51.02;PSC;VOX;Aran;32.3943661971831;178
Vilanova de Bellpuig;28.49;JxCat;ERC;Pla d'Urgell;5.51948051948052;1183
Vilanova de l'Aguda;38.37;ERC;JxCat;Noguera;11;200
Vilanova de Meià;35.49;JxCat;ERC;Noguera;10.83743842364532;415
Vilanova de Segrià;38.8;ERC;JxCat;Segrià;9.67741935483871;985
Vila-sana;46.67;JxCat;ERC;Pla d'Urgell;6.9306930693069315;734
El Vilosell;23.38;ERC;JxCat;Garrigues;7.758620689655173;173
Vilanova de la Barca;40.9;JxCat;ERC;Segrià;15.024630541871922;1088
Vinaixa;30.81;ERC;JxCat;Garrigues;11.24031007751938;450
Vall de Cardós;29.7;JxCat;ERC;Pallars Sobirà;6.372549019607843;350
Sant Martí de Riucorb;38.76;ERC;JxCat;Urgell;7.570977917981073;639
La Guingueta d'Àneu;29.65;JxCat;ERC;Pallars Sobirà;5.660377358490567;289
Castell de Mur;29.33;JxCat;ERC;Pallars Jussà;17.92452830188679;173
Ribera d'Ondara;37.4;JxCat;ERC;Segarra;3.255813953488372;433
Les Valls d'Aguilar;42.18;ERC;JxCat;Alt Urgell;15.702479338842975;245
Torrefeta i Florejacs;40.12;ERC;JxCat;Segarra;5.208333333333334;607
Fígols i Alinyà;41.28;JxCat;ERC;Alt Urgell;8.870967741935484;244
La Vansa i Fórnols;31.3;JxCat;ERC;Alt Urgell;6.976744186046512;149
Josa i Tuixén;34.41;JxCat;ERC;Alt Urgell;5;103
Els Plans de Sió;35.56;JxCat;ERC;Segarra;7.547169811320755;491
Gimenells i el Pla de la Font;35.81;PP;PSC;Segrià;18.59582542694497;1120
Riu de Cerdanya;18.18;JxCat;ERC;Cerdanya;2.7777777777777777;93
Aiguamúrcia;45.33;ERC;JxCat;Alt Camp;16.120906801007557;930
Albinyana;56.08;PSC;ERC;Baix Penedès;26.360338573155985;2468
L'Albiol;46.78;ERC;PSC;Baix Camp;19.680851063829788;500
Alcanar;53.91;ERC;JxCat;Montsià;11.377037807839056;9434
Alcover;50.42;ERC;JxCat;Alt Camp;14.651810584958216;5144
Aldover;47.81;ERC;JxCat;Baix Ebre;12.931034482758621;905
L'Aleixar;38.05;JxCat;ERC;Baix Camp;6.585365853658537;893
Alfara de Carles;61.46;ERC;PSC;Baix Ebre;16.101694915254235;376
Alforja;43.54;ERC;JxCat;Baix Camp;14.847715736040609;1783
Alió;42.12;JxCat;ERC;Alt Camp;10.945273631840797;458
Almoster;32.45;JxCat;ERC;Baix Camp;8.641975308641975;1341
Altafulla;34.96;ERC;PSC;Tarragonès;21.00082034454471;5307
L'Ametlla de Mar;46.91;ERC;JxCat;Baix Ebre;13.603411513859276;6866
Amposta;53.94;ERC;JxCat;Montsià;15.182029434546862;21115
Arbolí;18.92;ERC;JxCat;Baix Camp;0;127
L'Arboç;45.88;PSC;ERC;Baix Penedès;31.500824628916984;5609
L'Argentera;15.52;ERC;JxCat;Baix Camp;7.216494845360824;117
Arnes;21.28;JxCat;ERC;Terra Alta;7.473309608540925;444
Ascó;45.88;ERC;JxCat;Ribera d'Ebre;14.534883720930234;1644
Banyeres del Penedès;48.96;PSC;ERC;Baix Penedès;26.27118644067797;3207
Barberà de la Conca;37.72;JxCat;ERC;Conca de Barberà;7.425742574257425;471
Batea;37.41;PSC;ERC;Terra Alta;34.54545454545455;1901
Bellmunt del Priorat;27.75;ERC;CUP-G;Priorat;13.60544217687075;273
Bellvei;53.34;PSC;ERC;Baix Penedès;22.641509433962266;2237
Benifallet;34.84;ERC;PSC;Baix Ebre;30.270270270270274;723
Benissanet;34.29;ERC;JxCat;Ribera d'Ebre;9.51417004048583;1140
La Bisbal de Falset;24.26;JxCat;ERC;Priorat;6.25;211
La Bisbal del Penedès;59.5;ERC;PSC;Baix Penedès;21.198957428323197;3631
Blancafort;29.58;ERC;JxCat;Conca de Barberà;5.633802816901409;382
Bonastre;40.99;ERC;JxCat;Baix Penedès;13.559322033898304;685
Les Borges del Camp;38.25;JxCat;ERC;Baix Camp;7.545045045045046;2056
Bot;28.63;JxCat;ERC;Terra Alta;16875;554
Botarell;38.59;ERC;JxCat;Baix Camp;13.692946058091287;1077
Bràfim;36.48;ERC;JxCat;Alt Camp;12.751677852348994;695
Cabacés;31.09;ERC;JxCat;Priorat;11.612903225806452;302
Cabra del Camp;57.82;JxCat;ERC;Alt Camp;15.466666666666667;1175
Calafell;55.62;PSC;ERC;Baix Penedès;25.91191899475418;27601
Cambrils;49.97;PSC;ERC;Baix Camp;21.999639054322326;34734
Capafonts;32.04;CUP-G;JxCat;Baix Camp;7.142857142857142;111
Capçanes;23.31;ERC;JxCat;Priorat;4.838709677419355;392
Caseres;46.08;ERC;JxCat;Terra Alta;12.264150943396226;237
Castellvell del Camp;36.67;JxCat;ERC;Baix Camp;11.629576453697057;2828
El Catllar;42.99;ERC;PSC;Tarragonès;20.205128205128204;4557
La Sénia;49.01;ERC;PSC;Montsià;20.616966580976865;5640
Colldejou;28.87;JxCat;ERC;Baix Camp;4;168
Conesa;31.46;ERC;JxCat;Conca de Barberà;8.333333333333332;100
Constantí;58.04;PSC;ERC;Tarragonès;30.263157894736842;6665
Corbera d'Ebre;39.71;ERC;JxCat;Terra Alta;12.045454545454545;1003
Cornudella de Montsant;31.61;ERC;JxCat;Priorat;7.862903225806452;944
Creixell;55.27;PSC;ERC;Tarragonès;24.612876935615322;3758
Cunit;55.67;PSC;ERC;Baix Penedès;31.419573643410853;13533
Xerta;43.18;ERC;JxCat;Baix Ebre;12.127236580516898;1154
Duesaigües;30.17;ERC;JxCat;Baix Camp;12.096774193548388;244
L'Espluga de Francolí;45.62;ERC;JxCat;Conca de Barberà;9.072715143428953;3736
Falset;30.31;ERC;JxCat;Priorat;13.157894736842104;2735
La Fatarella;35.9;ERC;JxCat;Terra Alta;6.326530612244897;926
La Febró;28.21;JxCat;ERC;Baix Camp;7.142857142857142;40
La Figuera;22.22;ERC;JxCat;Priorat;12.987012987012985;114
Figuerola del Camp;39.16;JxCat;ERC;Alt Camp;7.5;329
Flix;37.58;ERC;JxCat;Ribera d'Ebre;12.160493827160494;3410
Forès;37.5;PDeCAT;JxCat;Conca de Barberà;4;43
Freginals;31.44;JxCat;PSC;Montsià;19.2090395480226;385
La Galera;49.72;ERC;PSC;Montsià;16.988416988416986;736
Gandesa;39.33;ERC;JxCat;Terra Alta;9.661436829066886;3096
Garcia;33.25;JxCat;ERC;Ribera d'Ebre;9.387755102040817;527
Els Garidells;34.15;ERC;JxCat;Alt Camp;12.037037037037036;190
Ginestar;27.34;ERC;JxCat;Ribera d'Ebre;8.222811671087534;764
Godall;51.72;ERC;PSC;Montsià;21.982758620689655;598
Gratallops;27.6;ERC;JxCat;Priorat;11.627906976744185;237
Els Guiamets;28.34;ERC;CUP-G;Priorat;10.734463276836157;278
Horta de Sant Joan;44.47;JxCat;ERC;Terra Alta;13.31923890063425;1146
El Lloar;24.18;ERC;JxCat;Priorat;14.925373134328357;105
Llorac;30;JxCat;ERC;Conca de Barberà;3.6363636363636362;91
Llorenç del Penedès;42.51;ERC;JxCat;Baix Penedès;12.158341187558905;2395
Margalef;35.29;JxCat;ERC;Priorat;9.433962264150944;106
Marçà;31.52;ERC;JxCat;Priorat;11.538461538461538;600
Mas de Barberans;47.95;PSC;ERC;Montsià;38.73873873873874;564
Masdenverge;44.06;JxCat;ERC;Montsià;15.856236786469344;1071
Masllorenç;31.37;JxCat;ERC;Baix Penedès;14.112903225806454;505
La Masó;28.33;JxCat;ERC;Alt Camp;9.815950920245399;280
Maspujols;33.91;ERC;JxCat;Baix Camp;11.463414634146343;823
El Masroig;28.7;JxCat;ERC;Priorat;9.663865546218489;492
El Milà;38.93;JxCat;ERC;Alt Camp;13.333333333333334;190
Miravet;33.4;ERC;JxCat;Ribera d'Ebre;11.246200607902736;706
El Molar;28.26;ERC;JxCat;Priorat;8.280254777070063;291
Montblanc;45.69;JxCat;ERC;Conca de Barberà;13.855421686746988;7379
Montbrió del Camp;45.76;ERC;JxCat;Baix Camp;10.091743119266056;2909
Montferri;49.83;JxCat;ERC;Alt Camp;21.52777777777778;403
El Montmell;67.46;PSC;ERC;Baix Penedès;25.552825552825553;1582
Mont-ral;40.63;ERC;CUP-G;Alt Camp;7.894736842105263;168
Mont-roig del Camp;53.74;ERC;PSC;Baix Camp;20.998278829604132;12460
Móra d'Ebre;47.87;ERC;JxCat;Ribera d'Ebre;16.427840327533268;5695
Móra la Nova;45.2;ERC;JxCat;Ribera d'Ebre;13.157894736842104;3108
El Morell;45.92;ERC;JxCat;Tarragonès;17.81317885590152;3742
La Morera de Montsant;29.41;ERC;JxCat;Priorat;4.285714285714286;159
La Nou de Gaià;29.34;ERC;JxCat;Tarragonès;13.120567375886525;600
Nulles;32.68;JxCat;ERC;Alt Camp;3.79746835443038;509
La Palma d'Ebre;29.2;JxCat;ERC;Ribera d'Ebre;11.917098445595855;338
Els Pallaresos;45.51;ERC;PSC;Tarragonès;23.754588358678554;4850
Passanant i Belltall;34.97;JxCat;CUP-G;Conca de Barberà;7.6923076923076925;155
Paüls;43.08;ERC;PSC;Baix Ebre;18.725099601593627;545
Perafort;45.07;ERC;JxCat;Tarragonès;15.524193548387096;1264
El Perelló;40.36;ERC;JxCat;Baix Ebre;11.976630963972736;2826
Les Piles;27.5;JxCat;ERC;Conca de Barberà;7.142857142857142;210
El Pinell de Brai;43.11;ERC;JxCat;Terra Alta;13.211845102505695;1008
Pira;39.47;ERC;JxCat;Conca de Barberà;8.796296296296296;503
El Pla de Santa Maria;46.37;JxCat;ERC;Alt Camp;10.105263157894736;2348
La Pobla de Mafumet;56.98;VOX;PSC;Tarragonès;21.232876712328768;3971
La Pobla de Massaluca;41.04;ERC;JxCat;Terra Alta;16.3265306122449;317
La Pobla de Montornès;56.07;ERC;PSC;Tarragonès;21.02510460251046;2884
Poboleda;31.78;JxCat;ERC;Priorat;7.471264367816093;321
El Pont d'Armentera;39.74;JxCat;ERC;Alt Camp;8.695652173913043;488
Porrera;27.69;ERC;JxCat;Priorat;7.865168539325842;424
Pradell de la Teixeta;27.61;JxCat;ERC;Priorat;7.608695652173914;158
Prades;31.69;ERC;JxCat;Baix Camp;8.253968253968253;588
Prat de Comte;32.65;JxCat;ERC;Terra Alta;6.122448979591836;177
Pratdip;33.57;JxCat;ERC;Baix Camp;9.9644128113879;726
Puigpelat;48;ERC;PSC;Alt Camp;19.36936936936937;1163
Querol;49.53;JxCat;PSC;Alt Camp;18.7192118226601;518
Rasquera;42.36;ERC;JxCat;Ribera d'Ebre;7.894736842105263;783
Renau;31.58;ERC;JxCat;Tarragonès;13.333333333333334;162
Reus;53.3;ERC;PSC;Baix Camp;20.820170109356013;106168
La Riba;42.73;ERC;JxCat;Alt Camp;13.513513513513514;585
Riba-roja d'Ebre;39.34;ERC;PSC;Ribera d'Ebre;24.509803921568626;1110
La Riera de Gaià;40.34;ERC;JxCat;Tarragonès;14.425770308123248;1742
Riudecanyes;37.3;ERC;JxCat;Baix Camp;6.944444444444445;1146
Riudecols;45.25;ERC;JxCat;Baix Camp;20.66115702479339;1189
Riudoms;45.36;JxCat;ERC;Baix Camp;11.419380780056294;6569
Rocafort de Queralt;30.51;ERC;JxCat;Conca de Barberà;5;211
Roda de Berà;56.66;PSC;ERC;Tarragonès;27.83696155627605;6785
Rodonyà;36.53;JxCat;ERC;Alt Camp;7.053941908713693;494
Roquetes;54.34;ERC;JxCat;Baix Ebre;14.46215139442231;8079
El Rourell;38.91;ERC;JxCat;Alt Camp;14.942528735632186;372
Salomó;32.73;JxCat;ERC;Tarragonès;8.144796380090497;549
Sant Carles de la Ràpita;52.86;ERC;JxCat;Montsià;13.595597227884223;14953
Sant Jaume dels Domenys;48.03;ERC;JxCat;Baix Penedès;18.06122448979592;2624
Santa Bàrbara;55.64;ERC;JxCat;Montsià;15.2;3715
Santa Coloma de Queralt;42.32;JxCat;ERC;Conca de Barberà;7.048458149779736;2672
Santa Oliva;53.62;PSC;ERC;Baix Penedès;27.954144620811288;3353
Pontils;36.28;ERC;JxCat;Conca de Barberà;19.11764705882353;122
Sarral;44.38;JxCat;ERC;Conca de Barberà;7.993197278911565;1538
Savallà del Comtat;29.41;JxCat;ERC;Conca de Barberà;11.11111111111111;53
La Secuita;40.54;JxCat;ERC;Tarragonès;16.027397260273972;1708
La Selva del Camp;39.77;JxCat;ERC;Baix Camp;17.637732857709075;5683
Senan;18.92;ERC;JxCat;Conca de Barberà;6.896551724137931;44
Solivella;29.25;JxCat;ERC;Conca de Barberà;3.296703296703297;632
Tarragona;47.59;PSC;ERC;Tarragonès;24.491878561102133;136496
Tivenys;37.89;ERC;PSC;Baix Ebre;26.150121065375302;902
Tivissa;31.58;ERC;JxCat;Ribera d'Ebre;6.427688504326329;1619
La Torre de Fontaubella;21.7;JxCat;CUP-G;Priorat;10.975609756097562;131
La Torre de l'Espanyol;31.38;ERC;JxCat;Ribera d'Ebre;17.921146953405017;601
Torredembarra;52.64;ERC;PSC;Tarragonès;20.96623764223093;16567
Torroja del Priorat;18.18;ERC;CUP-G;Priorat;5.1020408163265305;152
Tortosa;51.1;ERC;JxCat;Baix Ebre;16.964203126445287;33439
Ulldecona;50.06;ERC;PSC;Montsià;19.152196118488256;6525
Ulldemolins;22.64;JxCat;ERC;Priorat;7.142857142857142;398
Vallclara;28.38;JxCat;ERC;Conca de Barberà;8;88
Vallfogona de Riucorb;22.37;JxCat;ERC;Conca de Barberà;8.771929824561402;77
Vallmoll;42.98;ERC;PSC;Alt Camp;22.933333333333334;1774
Valls;49.67;JxCat;ERC;Alt Camp;15.21508544490277;24477
Vandellòs i l'Hospitalet de l'Infant;44.48;PSC;ERC;Baix Camp;22.55301794453507;6603
El Vendrell;56.23;PSC;ERC;Baix Penedès;25.35952297439495;38373
Vespella de Gaià;43.57;PSC;ERC;Tarragonès;33.33333333333333;417
Vilabella;28.37;ERC;JxCat;Alt Camp;7.37913486005089;729
Vilallonga del Camp;47.82;ERC;PSC;Tarragonès;19.258373205741627;2405
Vilanova d'Escornalbou;32.37;ERC;JxCat;Baix Camp;5.776173285198556;565
Vilanova de Prades;35.37;ERC;JxCat;Conca de Barberà;8;107
Vilaplana;18.2;ERC;JxCat;Baix Camp;8.757062146892656;555
Vila-rodona;36.15;ERC;JxCat;Alt Camp;15.535714285714286;1276
Vila-seca;50.51;PSC;VOX;Tarragonès;28.778751369112815;22555
Vilaverd;48.09;ERC;JxCat;Conca de Barberà;11.834319526627219;443
La Vilella Alta;28.87;CUP-G;ERC;Priorat;1.4705882352941175;133
La Vilella Baixa;19.73;ERC;CUP-G;Priorat;5.982905982905983;204
Vilalba dels Arcs;40.11;ERC;JxCat;Terra Alta;14.012738853503185;621
Vimbodí i Poblet;35.78;ERC;JxCat;Conca de Barberà;9.565217391304348;890
Vinebre;23.69;ERC;JxCat;Ribera d'Ebre;10.69767441860465;425
Vinyols i els Arcs;40.94;ERC;JxCat;Baix Camp;17.18213058419244;2124
Deltebre;58.15;ERC;JxCat;Baix Ebre;12.15267175572519;11578
Sant Jaume d'Enveja;53.18;ERC;PSC;Montsià;23.654015887025594;3527
Camarles;55.44;ERC;JxCat;Baix Ebre;12.43680485338726;3194
L'Aldea;58.33;ERC;JxCat;Baix Ebre;14.834205933682373;4147
Salou;54.08;PSC;VOX;Tarragonès;25.968436154949785;28526
L'Ampolla;43.33;JxCat;ERC;Baix Ebre;13.529411764705882;3277
La Canonja;52.95;PSC;VOX;Tarragonès;37.4079528718704;5956
