codi,Municipi,RBM_pers17,mun,Nom.Municipi,Cens,Votants,perc_participacio,Abstenció.x,perc_abst,1rpartit,2npartit,3rpartit,4tpartit,Codi comarca,Nom comarca,Vots.valids,PSC,ERC,JxCAT,VOX,CUP,ECP,Cs,PP,PDeCAT,PSC.perc,ERC.perc,JxCAT.perc,VOX.perc,CUP.perc,ECP.perc,Cs.perc,PP.perc,PDeCAT.perc,CodiINE,Poblacio,Hombres,Mujeres,Nom Província,Codi Comarca,Nom Comarca,Nom Municipi,Població,Cens electoral,Participació 13:00,perc_13_part_1,Participació 18.00,perc_18_part_1,Participació 20.00,perc_20_part_1,Abstenció.y,Vots nuls,Vots en blanc,Vots vàlids,C's17,Cs17_p,PP17,PP17_p,JUNTS17,JUNTS17_p,ECP17,ECP17_p,ERC17,ERC17_p,CUP17,CUP17_p,PSC17,PSC17_p
43081,Maspujols,14376,maspujols,Maspujols,634,419,66.09,215,33.91,ERC,JxCat,CUP-G,PSC,8,Baix Camp,410,47,142,102,19,55,10,7,4,15,11.463414634146343,34.63414634146341,24.878048780487806,4.634146341463414,13.414634146341465,2.4390243902439024,1.707317073170732,0.975609756097561,3.6585365853658534,430810,823,421,402,Tarragona,8,Baix Camp,Maspujols,782,606,222,36.633663366336634,428,70.62706270627062,537,88.61386138613861,69,2,3,535,81,15.14018691588785,6,1.1214953271028036,177,33.084112149532714,16,2.990654205607477,167,31.21495327102804,39,7.289719626168225,40,7.476635514018691
43082,"Masroig, El",12651,"masroig, el","Masroig, el",345,246,71.3,99,28.7,JxCat,ERC,CUP-G,PSC,29,Priorat,238,23,62,82,13,33,3,0,8,11,9.663865546218489,26.05042016806723,34.45378151260504,5.46218487394958,13.865546218487395,1.2605042016806722,0,3.361344537815126,4.621848739495799,430825,492,273,219,Tarragona,29,Priorat,"Masroig, el",534,361,134,37.119113573407205,261,72.29916897506925,324,89.75069252077562,37,0,1,324,17,5.246913580246913,15,4.62962962962963,136,41.9753086419753,7,2.1604938271604937,95,29.32098765432099,24,7.4074074074074066,29,8.950617283950617
43083,"Milà, El",13096,"milà, el","Milà, el",149,91,61.07,58,38.93,JxCat,ERC,PSC,VOX,1,Alt Camp,90,12,19,20,11,5,3,6,9,1,13.333333333333334,21.11111111111111,22.22222222222222,12.222222222222221,5.555555555555555,3.3333333333333335,6.666666666666667,10,1.1111111111111112,430831,190,91,99,Tarragona,1,Alt Camp,"Milà, el",174,144,49,34.02777777777778,105,72.91666666666666,130,90.27777777777779,14,0,0,130,29,22.30769230769231,13,10,48,36.92307692307693,9,6.923076923076923,26,20,1,0.7692307692307693,4,3.076923076923077
43084,Miravet,11858,miravet,Miravet,512,341,66.6,171,33.4,ERC,JxCat,PSC,CUP-G,30,Ribera d'Ebre,329,37,142,81,5,28,10,6,0,4,11.246200607902736,43.161094224924014,24.620060790273556,1.5197568389057752,8.51063829787234,3.0395136778115504,1.82370820668693,0,1.21580547112462,430846,706,375,331,Tarragona,30,Ribera d'Ebre,Miravet,774,522,193,36.97318007662835,386,73.9463601532567,454,86.97318007662835,68,1,3,453,30,6.622516556291391,8,1.7660044150110374,107,23.62030905077263,14,3.090507726269316,230,50.77262693156733,21,4.635761589403973,38,8.388520971302428
43085,"Molar, El",13036,"molar, el","Molar, el",230,165,71.74,65,28.26,ERC,JxCat,PSC,CUP-G,29,Priorat,157,13,59,46,6,13,5,4,2,6,8.280254777070063,37.57961783439491,29.29936305732484,3.821656050955414,8.280254777070063,3.1847133757961785,2.547770700636943,1.2738853503184715,3.821656050955414,430859,291,155,136,Tarragona,29,Priorat,"Molar, el",293,229,103,44.97816593886463,179,78.16593886462883,203,88.64628820960698,26,1,2,202,12,5.9405940594059405,6,2.9702970297029703,67,33.16831683168317,2,0.9900990099009901,80,39.603960396039604,14,6.9306930693069315,18,8.91089108910891
43086,Montblanc,15310,montblanc,Montblanc,5290,2873,54.31,2417,45.69,JxCat,ERC,PSC,CUP-G,16,Conca de Barberà,2822,391,815,860,107,261,106,45,21,149,13.855421686746988,28.88022678951099,30.474840538625088,3.791637136782424,9.248759744861799,3.7562012756909993,1.5946137491141033,0.744153082919915,5.279943302622254,430862,7379,3742,3637,Tarragona,16,Conca de Barberà,Montblanc,7359,5267,1734,32.921966964116194,3586,68.08429846212265,4427,84.05164230112018,840,24,26,4403,556,12.627753804224392,111,2.5210084033613445,1562,35.475811946400185,170,3.861003861003861,1327,30.138541903247784,249,5.655235066999773,368,8.357937769702476
43088,Montbrió del Camp,13666,montbrió del camp,Montbrió del Camp,2041,1107,54.24,934,45.76,ERC,JxCat,PSC,CUP-G,8,Baix Camp,1090,110,374,294,75,89,37,27,27,37,10.091743119266056,34.31192660550459,26.972477064220186,6.8807339449541285,8.1651376146789,3.3944954128440368,2.4770642201834865,2.4770642201834865,3.3944954128440368,430884,2909,1499,1410,Tarragona,8,Baix Camp,Montbrió del Camp,2650,2024,684,33.794466403162055,1351,66.7490118577075,1687,83.3498023715415,337,5,6,1682,329,19.560047562425684,48,2.853745541022592,498,29.607609988109395,63,3.745541022592152,533,31.688466111771703,94,5.58858501783591,89,5.291319857312723
43089,Montferri,12677,montferri,Montferri,289,145,50.17,144,49.83,JxCat,ERC,PSC,CUP-G,1,Alt Camp,144,31,33,34,9,21,8,1,1,1,21.52777777777778,22.916666666666664,23.61111111111111,6.25,14.583333333333334,5.555555555555555,0.6944444444444444,0.6944444444444444,0.6944444444444444,430897,403,210,193,Tarragona,1,Alt Camp,Montferri,369,290,90,31.03448275862069,186,64.13793103448275,225,77.58620689655173,65,1,0,224,56,25,5,2.232142857142857,48,21.428571428571427,19,8.482142857142858,47,20.982142857142858,15,6.696428571428571,30,13.392857142857142
43090,"Montmell, El",10752,"montmell, el","Montmell, el",1306,425,32.54,881,67.46,PSC,ERC,VOX,JxCat,12,Baix Penedès,407,104,82,60,67,24,30,20,9,2,25.552825552825553,20.14742014742015,14.742014742014742,16.461916461916463,5.896805896805897,7.371007371007371,4.914004914004914,2.211302211302211,0.4914004914004914,430901,1582,842,740,Tarragona,12,Baix Penedès,"Montmell, el",1418,1098,360,32.78688524590164,711,64.75409836065575,797,72.58652094717668,301,2,3,795,309,38.86792452830189,44,5.534591194968554,83,10.440251572327044,47,5.911949685534592,147,18.49056603773585,27,3.3962264150943398,128,16.10062893081761
43091,Mont-ral,12454,mont-ral,Mont-ral,128,76,59.38,52,40.63,ERC,CUP-G,JxCat,ECP-PEC,1,Alt Camp,76,6,24,14,0,17,13,0,1,0,7.894736842105263,31.57894736842105,18.421052631578945,0,22.36842105263158,17.105263157894736,0,1.3157894736842104,0,430918,168,99,69,Tarragona,1,Alt Camp,Mont-ral,165,132,49,37.121212121212125,88,66.66666666666666,104,78.78787878787878,28,0,1,104,5,4.807692307692308,3,2.8846153846153846,24,23.076923076923077,8,7.6923076923076925,37,35.57692307692308,18,17.307692307692307,6,5.769230769230769
43092,Mont-roig del Camp,12412,mont-roig del camp,Mont-roig del Camp,7648,3538,46.26,4110,53.74,ERC,PSC,JxCat,VOX,8,Baix Camp,3486,732,752,605,491,150,143,276,180,84,20.998278829604132,21.57200229489386,17.355134825014343,14.08491107286288,4.3029259896729775,4.102122776821572,7.917383820998279,5.163511187607573,2.4096385542168677,430923,12460,6423,6037,Tarragona,8,Baix Camp,Mont-roig del Camp,12148,7080,2482,35.056497175141246,4450,62.85310734463276,5422,76.58192090395481,1658,24,21,5398,1977,36.62467580585402,284,5.261207854761023,1055,19.54427565765098,271,5.020377917747314,1013,18.766209707299,119,2.2045201926639493,604,11.189329381252316
43093,Móra d'Ebre,14466,móra d'ebre,Móra d'Ebre,3833,1998,52.13,1835,47.87,ERC,JxCat,PSC,CUP-G,30,Ribera d'Ebre,1954,321,567,551,85,149,78,57,49,48,16.427840327533268,29.017400204708288,28.1985670419652,4.350051177072672,7.625383828045036,3.991811668372569,2.9170931422722624,2.5076765609007166,2.456499488229273,430939,5695,2874,2821,Tarragona,30,Ribera d'Ebre,Móra d'Ebre,5578,3902,1227,31.445412608918506,2598,66.58124038954382,3150,80.72783188108662,752,22,25,3128,477,15.249360613810742,116,3.70843989769821,1016,32.48081841432225,108,3.4526854219948846,904,28.9002557544757,130,4.156010230179028,323,10.326086956521738
43094,Móra la Nova,12970,móra la nova,Móra la Nova,2146,1176,54.8,970,45.2,ERC,JxCat,PSC,CUP-G,30,Ribera d'Ebre,1140,150,385,324,53,75,33,29,29,18,13.157894736842104,33.771929824561404,28.421052631578945,4.649122807017544,6.578947368421052,2.8947368421052633,2.543859649122807,2.543859649122807,1.5789473684210527,430944,3108,1567,1541,Tarragona,30,Ribera d'Ebre,Móra la Nova,3190,2134,814,38.144329896907216,1495,70.05623242736645,1733,81.20899718837863,401,16,8,1717,251,14.618520675596972,40,2.3296447291788,499,29.06231799650553,68,3.9603960396039604,617,35.93476994758299,54,3.14502038439138,172,10.017472335468842
43095,"Morell, El",14453,"morell, el","Morell, el",2600,1406,54.08,1194,45.92,ERC,JxCat,PSC,VOX,36,Tarragonès,1381,246,355,282,125,109,57,90,44,33,17.81317885590152,25.706010137581465,20.41998551774077,9.051412020275162,7.892831281679942,4.127443881245474,6.517016654598118,3.1860970311368573,2.389572773352643,430957,3742,1917,1825,Tarragona,36,Tarragonès,"Morell, el",3530,2537,904,35.63263697280252,1797,70.83169097359085,2146,84.58809617658652,391,3,9,2143,647,30.19132057862809,66,3.079794680354643,508,23.70508632757816,108,5.039664022398506,489,22.81847876808213,84,3.919738684087728,195,9.099393373775081
43096,"Morera de Montsant, La",11111,"morera de montsant, la","Morera de Montsant, la",102,72,70.59,30,29.41,ERC,JxCat,CUP-G,ECP-PEC,29,Priorat,70,3,25,21,0,9,4,1,0,3,4.285714285714286,35.714285714285715,30,0,12.857142857142856,5.714285714285714,1.4285714285714286,0,4.285714285714286,430960,159,87,72,Tarragona,29,Priorat,"Morera de Montsant, la",157,100,46,46,74,74,90,90,10,0,0,90,5,5.555555555555555,1,1.1111111111111112,36,40,2,2.2222222222222223,31,34.44444444444444,8,8.88888888888889,7,7.777777777777778
43097,"Nou de Gaià, La",13713,"nou de gaià, la","Nou de Gaià, la",409,289,70.66,120,29.34,ERC,JxCat,PSC,CUP-G,36,Tarragonès,282,37,86,66,14,30,21,4,7,9,13.120567375886525,30.49645390070922,23.404255319148938,4.964539007092199,10.638297872340425,7.446808510638298,1.4184397163120568,2.4822695035460995,3.1914893617021276,430976,600,294,306,Tarragona,36,Tarragonès,"Nou de Gaià, la",548,386,125,32.38341968911917,283,73.31606217616581,344,89.11917098445595,42,1,5,343,28,8.16326530612245,14,4.081632653061225,145,42.27405247813411,12,3.498542274052478,90,26.239067055393583,18,5.247813411078718,26,7.580174927113703
43098,Nulles,14942,nulles,Nulles,355,239,67.32,116,32.68,JxCat,ERC,CUP-G,VOX,1,Alt Camp,237,9,57,86,16,29,8,9,8,7,3.79746835443038,24.050632911392405,36.28691983122363,6.751054852320674,12.236286919831224,3.375527426160337,3.79746835443038,3.375527426160337,2.9535864978902953,430982,509,274,235,Tarragona,1,Alt Camp,Nulles,453,345,129,37.391304347826086,251,72.7536231884058,302,87.53623188405797,43,3,2,299,48,16.05351170568562,6,2.0066889632107023,140,46.82274247491639,12,4.013377926421405,52,17.391304347826086,23,7.6923076923076925,13,4.3478260869565215
43099,"Palma d'Ebre, La",11617,"palma d'ebre, la","Palma d'Ebre, la",274,194,70.8,80,29.2,JxCat,ERC,PSC,PDeCAT,30,Ribera d'Ebre,193,23,56,81,2,8,1,2,0,16,11.917098445595855,29.015544041450774,41.968911917098445,1.0362694300518136,4.145077720207254,0.5181347150259068,1.0362694300518136,0,8.290155440414509,430995,338,165,173,Tarragona,30,Ribera d'Ebre,"Palma d'Ebre, la",371,301,132,43.85382059800664,215,71.42857142857143,255,84.71760797342192,46,0,0,255,14,5.490196078431373,4,1.5686274509803921,139,54.509803921568626,3,1.1764705882352942,65,25.49019607843137,13,5.098039215686274,17,6.666666666666667
43100,"Pallaresos, Els",17017,"pallaresos, els","Pallaresos, els",3597,1960,54.49,1637,45.51,ERC,PSC,JxCat,VOX,36,Tarragonès,1907,453,453,288,216,107,121,130,75,19,23.754588358678554,23.754588358678554,15.102254850550603,11.326691137912952,5.610907184058731,6.345044572627163,6.81699003670687,3.9328788673308863,0.9963293130571578,431009,4850,2423,2427,Tarragona,36,Tarragonès,"Pallaresos, els",4479,3371,1196,35.47908632453278,2369,70.27588252743993,2899,85.9982201127262,472,8,12,2891,919,31.78830854375649,106,3.6665513663092355,469,16.222760290556902,245,8.47457627118644,595,20.581113801452787,104,3.597371151850571,401,13.870632998962297
43101,Passanant i Belltall,19673,passanant i belltall,Passanant i Belltall,143,93,65.03,50,34.97,JxCat,CUP-G,ERC,PSC,16,Conca de Barberà,91,7,15,38,2,17,3,0,2,3,7.6923076923076925,16.483516483516482,41.75824175824176,2.197802197802198,18.681318681318682,3.296703296703297,0,2.197802197802198,3.296703296703297,431016,155,94,61,Tarragona,16,Conca de Barberà,Passanant i Belltall,154,134,57,42.53731343283582,97,72.38805970149254,113,84.32835820895522,21,1,0,112,5,4.464285714285714,1,0.8928571428571428,55,49.107142857142854,3,2.6785714285714284,25,22.321428571428573,13,11.607142857142858,10,8.928571428571429
43102,Paüls,11723,paüls,Paüls,448,255,56.92,193,43.08,ERC,PSC,JxCat,PDeCAT,9,Baix Ebre,251,47,119,41,8,10,4,0,4,11,18.725099601593627,47.410358565737056,16.334661354581673,3.187250996015936,3.9840637450199203,1.593625498007968,0,1.593625498007968,4.382470119521913,431021,545,273,272,Tarragona,9,Baix Ebre,Paüls,596,473,141,29.809725158562365,309,65.3276955602537,399,84.35517970401692,74,5,3,394,17,4.314720812182741,11,2.7918781725888326,116,29.441624365482234,17,4.314720812182741,161,40.86294416243655,10,2.5380710659898478,58,14.720812182741117
43103,Perafort,15864,perafort,Perafort,934,513,54.93,421,45.07,ERC,JxCat,PSC,VOX,36,Tarragonès,496,77,136,86,55,27,22,34,23,13,15.524193548387096,27.419354838709676,17.338709677419356,11.088709677419354,5.443548387096774,4.435483870967742,6.854838709677419,4.637096774193548,2.620967741935484,431037,1264,659,605,Tarragona,36,Tarragonès,Perafort,1287,900,312,34.66666666666667,650,72.22222222222221,773,85.88888888888889,127,1,6,772,268,34.715025906735754,20,2.5906735751295336,150,19.4300518134715,35,4.533678756476684,189,24.481865284974095,14,1.8134715025906734,79,10.233160621761659
43104,"Perelló, El",10441,"perelló, el","Perelló, el",1774,1058,59.64,716,40.36,ERC,JxCat,PSC,CUP-G,9,Baix Ebre,1027,123,374,283,22,114,30,9,5,23,11.976630963972736,36.416747809152874,27.55598831548199,2.142161635832522,11.100292112950342,2.9211295034079843,0.8763388510223954,0.4868549172346641,2.239532619279455,431042,2826,1442,1384,Tarragona,9,Baix Ebre,"Perelló, el",3155,1770,690,38.983050847457626,1244,70.28248587570621,1515,85.59322033898306,255,14,7,1501,118,7.861425716189208,22,1.4656895403064623,478,31.845436375749504,50,3.3311125916055966,651,43.37108594270486,71,4.730179880079946,95,6.329113924050633
43105,"Piles, Les",16133,"piles, les","Piles, les",160,116,72.5,44,27.5,JxCat,ERC,CUP-G,PSC,16,Conca de Barberà,112,8,28,39,2,15,6,1,2,3,7.142857142857142,25,34.82142857142857,1.7857142857142856,13.392857142857142,5.357142857142857,0.8928571428571428,1.7857142857142856,2.6785714285714284,431055,210,114,96,Tarragona,16,Conca de Barberà,"Piles, les",214,161,67,41.61490683229814,117,72.67080745341616,144,89.44099378881988,17,1,1,143,3,2.097902097902098,3,2.097902097902098,70,48.95104895104895,5,3.4965034965034967,41,28.671328671328673,16,11.188811188811188,4,2.797202797202797
43106,"Pinell de Brai, El",11831,"pinell de brai, el","Pinell de Brai, el",784,446,56.89,338,43.11,ERC,JxCat,PSC,ECP-PEC,37,Terra Alta,439,58,153,94,24,29,48,4,5,16,13.211845102505695,34.851936218678816,21.4123006833713,5.466970387243736,6.605922551252847,10.933940774487471,0.9111617312072893,1.1389521640091116,3.644646924829157,431068,1008,513,495,Tarragona,37,Terra Alta,"Pinell de Brai, el",1076,803,341,42.465753424657535,548,68.24408468244084,684,85.18057285180572,119,5,7,679,65,9.572901325478647,43,6.332842415316642,164,24.153166421207658,42,6.185567010309279,242,35.640648011782034,61,8.98379970544919,53,7.80559646539028
43107,Pira,13797,pira,Pira,380,230,60.53,150,39.47,ERC,JxCat,CUP-G,PSC,16,Conca de Barberà,216,19,99,41,4,21,15,5,2,4,8.796296296296296,45.83333333333333,18.98148148148148,1.8518518518518516,9.722222222222223,6.944444444444445,2.314814814814815,0.9259259259259258,1.8518518518518516,431074,503,270,233,Tarragona,16,Conca de Barberà,Pira,480,383,176,45.95300261096606,301,78.59007832898173,335,87.46736292428199,48,3,0,332,37,11.144578313253012,4,1.2048192771084338,81,24.397590361445783,14,4.216867469879518,150,45.18072289156627,17,5.120481927710843,26,7.83132530120482
43108,"Pla de Santa Maria, El",13507,"pla de santa maria, el","Pla de Santa Maria, el",1803,967,53.63,836,46.37,JxCat,ERC,CUP-G,PSC,1,Alt Camp,950,96,220,331,70,103,28,30,20,36,10.105263157894736,23.157894736842106,34.8421052631579,7.368421052631578,10.842105263157894,2.9473684210526314,3.1578947368421053,2.1052631578947367,3.7894736842105265,431080,2348,1229,1119,Tarragona,1,Alt Camp,"Pla de Santa Maria, el",2344,1770,544,30.73446327683616,1226,69.26553672316385,1503,84.91525423728814,267,13,5,1490,303,20.335570469798657,44,2.953020134228188,541,36.308724832214764,61,4.093959731543624,357,23.95973154362416,75,5.033557046979865,92,6.174496644295302
43109,"Pobla de Mafumet, La",13445,"pobla de mafumet, la","Pobla de Mafumet, la",2757,1186,43.02,1571,56.98,VOX,PSC,ERC,JxCat,36,Tarragonès,1168,248,231,108,249,47,70,87,45,35,21.232876712328768,19.777397260273975,9.246575342465754,21.31849315068493,4.023972602739726,5.993150684931506,7.448630136986302,3.8527397260273974,2.996575342465753,431093,3971,2017,1954,Tarragona,36,Tarragonès,"Pobla de Mafumet, la",3420,2635,750,28.46299810246679,1637,62.125237191650854,2070,78.55787476280834,565,6,12,2064,867,42.00581395348838,73,3.5368217054263567,283,13.71124031007752,141,6.831395348837209,373,18.071705426356587,44,2.131782945736434,240,11.627906976744185
43110,"Pobla de Massaluca, La",11241,"pobla de massaluca, la","Pobla de Massaluca, la",251,148,58.96,103,41.04,ERC,JxCat,PSC,CUP-G,37,Terra Alta,147,24,54,39,4,6,5,1,5,1,16.3265306122449,36.734693877551024,26.53061224489796,2.7210884353741496,4.081632653061225,3.4013605442176873,0.6802721088435374,3.4013605442176873,0.6802721088435374,431107,317,180,137,Tarragona,37,Terra Alta,"Pobla de Massaluca, la",354,262,100,38.16793893129771,169,64.50381679389314,213,81.29770992366412,49,5,1,208,28,13.461538461538462,4,1.9230769230769231,90,43.269230769230774,6,2.8846153846153846,49,23.557692307692307,8,3.8461538461538463,22,10.576923076923077
43111,"Pobla de Montornès, La",12508,"pobla de montornès, la","Pobla de Montornès, la",2217,974,43.93,1243,56.07,ERC,PSC,JxCat,VOX,36,Tarragonès,956,201,274,139,102,39,57,68,41,15,21.02510460251046,28.661087866108787,14.539748953974897,10.669456066945607,4.079497907949791,5.96234309623431,7.112970711297072,4.288702928870293,1.5690376569037656,431114,2884,1503,1381,Tarragona,36,Tarragonès,"Pobla de Montornès, la",2860,2074,698,33.65477338476374,1325,63.88621022179364,1602,77.2420443587271,472,14,10,1588,522,32.87153652392947,67,4.2191435768261965,240,15.113350125944585,110,6.926952141057935,376,23.67758186397985,51,3.211586901763224,188,11.838790931989925
43112,Poboleda,12140,poboleda,Poboleda,258,176,68.22,82,31.78,JxCat,ERC,CUP-G,PSC,29,Priorat,174,13,41,64,0,36,4,1,2,3,7.471264367816093,23.563218390804597,36.7816091954023,0,20.689655172413794,2.2988505747126435,0.5747126436781609,1.1494252873563218,1.7241379310344827,431129,321,166,155,Tarragona,29,Priorat,Poboleda,361,265,104,39.24528301886793,179,67.54716981132076,230,86.79245283018868,35,1,2,229,8,3.4934497816593884,2,0.8733624454148471,98,42.79475982532751,3,1.3100436681222707,71,31.004366812227076,32,13.973799126637553,13,5.676855895196507
43113,"Pont d'Armentera, El",13042,"pont d'armentera, el","Pont d'Armentera, el",390,235,60.26,155,39.74,JxCat,ERC,PSC,CUP-G,1,Alt Camp,230,20,54,94,17,19,4,4,7,4,8.695652173913043,23.47826086956522,40.869565217391305,7.391304347826087,8.26086956521739,1.7391304347826086,1.7391304347826086,3.0434782608695654,1.7391304347826086,431135,488,249,239,Tarragona,1,Alt Camp,"Pont d'Armentera, el",561,396,163,41.16161616161616,285,71.96969696969697,333,84.0909090909091,63,3,2,330,58,17.575757575757574,8,2.4242424242424243,135,40.909090909090914,12,3.6363636363636362,78,23.636363636363637,15,4.545454545454546,21,6.363636363636363
43114,Porrera,12347,porrera,Porrera,372,269,72.31,103,27.69,ERC,JxCat,CUP-G,PSC,29,Priorat,267,21,99,62,2,55,14,2,1,5,7.865168539325842,37.07865168539326,23.220973782771537,0.7490636704119851,20.59925093632959,5.2434456928838955,0.7490636704119851,0.37453183520599254,1.8726591760299627,431140,424,223,201,Tarragona,29,Priorat,Porrera,461,377,128,33.95225464190981,254,67.37400530503979,320,84.88063660477454,57,0,1,320,7,2.1875,1,0.3125,98,30.625000000000004,15,4.6875,144,45,39,12.1875,14,4.375
43115,Pradell de la Teixeta,15282,pradell de la teixeta,Pradell de la Teixeta,134,97,72.39,37,27.61,JxCat,ERC,PDeCAT,CUP-G,29,Priorat,92,7,20,32,2,9,1,0,1,19,7.608695652173914,21.73913043478261,34.78260869565217,2.1739130434782608,9.782608695652174,1.0869565217391304,0,1.0869565217391304,20.652173913043477,431153,158,74,84,Tarragona,29,Priorat,Pradell de la Teixeta,181,134,47,35.07462686567165,96,71.64179104477611,116,86.56716417910447,18,0,1,116,7,6.0344827586206895,0,0,65,56.03448275862068,2,1.7241379310344827,27,23.275862068965516,8,6.896551724137931,6,5.172413793103448
43116,Prades,13650,prades,Prades,467,319,68.31,148,31.69,ERC,JxCat,CUP-G,PSC,8,Baix Camp,315,26,110,110,5,31,13,1,3,5,8.253968253968253,34.92063492063492,34.92063492063492,1.5873015873015872,9.841269841269842,4.1269841269841265,0.31746031746031744,0.9523809523809524,1.5873015873015872,431166,588,311,277,Tarragona,8,Baix Camp,Prades,626,459,197,42.91938997821351,320,69.71677559912854,397,86.49237472766885,62,0,2,397,19,4.785894206549118,4,1.0075566750629723,169,42.56926952141058,8,2.0151133501259446,137,34.5088161209068,19,4.785894206549118,37,9.319899244332493
43117,Prat de Comte,13767,prat de comte,Prat de Comte,147,99,67.35,48,32.65,JxCat,ERC,PDeCAT,PP,37,Terra Alta,98,6,24,35,0,6,2,4,6,14,6.122448979591836,24.489795918367346,35.714285714285715,0,6.122448979591836,2.0408163265306123,4.081632653061225,6.122448979591836,14.285714285714285,431172,177,97,80,Tarragona,37,Terra Alta,Prat de Comte,164,143,58,40.55944055944056,115,80.41958041958041,127,88.81118881118881,16,1,0,126,14,11.11111111111111,14,11.11111111111111,45,35.714285714285715,4,3.1746031746031744,34,26.984126984126984,8,6.349206349206349,7,5.555555555555555
43118,Pratdip,13567,pratdip,Pratdip,426,283,66.43,143,33.57,JxCat,ERC,PDeCAT,PSC,8,Baix Camp,281,28,75,82,10,19,8,14,4,30,9.9644128113879,26.690391459074732,29.181494661921707,3.558718861209965,6.761565836298933,2.8469750889679712,4.98220640569395,1.4234875444839856,10.676156583629894,431188,726,388,338,Tarragona,8,Baix Camp,Pratdip,685,413,162,39.22518159806295,300,72.63922518159806,358,86.68280871670703,55,0,0,358,44,12.290502793296088,6,1.675977653631285,126,35.19553072625698,12,3.35195530726257,127,35.47486033519553,16,4.4692737430167595,26,7.262569832402235
43119,Puigpelat,14654,puigpelat,Puigpelat,877,456,52,421,48,ERC,PSC,JxCat,CUP-G,1,Alt Camp,444,86,122,86,23,45,10,20,14,19,19.36936936936937,27.47747747747748,19.36936936936937,5.18018018018018,10.135135135135135,2.2522522522522523,4.504504504504505,3.153153153153153,4.2792792792792795,431191,1163,604,559,Tarragona,1,Alt Camp,Puigpelat,1083,831,255,30.685920577617328,588,70.7581227436823,694,83.51383874849579,137,1,7,693,174,25.108225108225106,22,3.1746031746031744,185,26.695526695526695,26,3.751803751803752,165,23.809523809523807,35,5.05050505050505,65,9.37950937950938
43120,Querol,12619,querol,Querol,426,215,50.47,211,49.53,JxCat,PSC,ERC,VOX,1,Alt Camp,203,38,34,43,33,17,12,12,4,6,18.7192118226601,16.748768472906402,21.182266009852217,16.25615763546798,8.374384236453201,5.911330049261084,5.911330049261084,1.9704433497536946,2.955665024630542,431205,518,285,233,Tarragona,1,Alt Camp,Querol,550,429,171,39.86013986013986,279,65.03496503496503,330,76.92307692307693,99,8,0,322,96,29.81366459627329,15,4.658385093167702,63,19.565217391304348,22,6.832298136645963,63,19.565217391304348,16,4.968944099378882,45,13.975155279503104
43121,Rasquera,10765,rasquera,Rasquera,602,347,57.64,255,42.36,ERC,JxCat,CUP-G,PSC,30,Ribera d'Ebre,342,27,146,101,6,31,4,0,1,14,7.894736842105263,42.69005847953216,29.53216374269006,1.7543859649122806,9.064327485380117,1.1695906432748537,0,0.29239766081871343,4.093567251461988,431212,783,388,395,Tarragona,30,Ribera d'Ebre,Rasquera,858,597,252,42.211055276381906,449,75.20938023450586,505,84.58961474036852,92,0,4,505,20,3.9603960396039604,3,0.594059405940594,167,33.069306930693074,15,2.9702970297029703,243,48.118811881188115,26,5.148514851485149,27,5.346534653465347
43122,Renau,17024,renau,Renau,114,78,68.42,36,31.58,ERC,JxCat,CUP-G,PSC,36,Tarragonès,75,10,18,18,1,11,7,3,2,3,13.333333333333334,24,24,1.3333333333333335,14.666666666666666,9.333333333333334,4,2.666666666666667,4,431227,162,85,77,Tarragona,36,Tarragonès,Renau,141,107,30,28.037383177570092,68,63.55140186915887,92,85.98130841121495,15,0,1,92,7,7.608695652173914,0,0,21,22.82608695652174,8,8.695652173913043,26,28.26086956521739,21,22.82608695652174,8,8.695652173913043
43123,Reus,13846,reus,Reus,71730,33501,46.7,38229,53.3,ERC,PSC,JxCat,VOX,8,Baix Camp,32920,6854,6946,6584,3346,2451,1482,1906,1476,1002,20.820170109356013,21.0996354799514,20,10.164034021871203,7.445321992709599,4.501822600243013,5.789793438639125,4.48359659781288,3.043742405832321,431233,106168,51335,54833,Tarragona,8,Baix Camp,Reus,104962,70473,24372,34.58345749435954,47364,67.20871823251457,56896,80.73446568189236,13577,255,255,56641,18405,32.49412969403789,2836,5.006973746932434,11410,20.14441835419572,2736,4.830423191680938,11202,19.77719319927261,2418,4.268992425981179,6700,11.82888720185025
43124,"Riba, La",19156,"riba, la","Riba, la",461,264,57.27,197,42.73,ERC,JxCat,PSC,CUP-G,1,Alt Camp,259,35,75,71,12,23,7,7,12,9,13.513513513513514,28.957528957528954,27.413127413127413,4.633204633204633,8.880308880308881,2.7027027027027026,2.7027027027027026,4.633204633204633,3.474903474903475,431248,585,319,266,Tarragona,1,Alt Camp,"Riba, la",601,471,151,32.05944798301486,337,71.54989384288747,398,84.50106157112526,73,1,2,397,51,12.846347607052897,19,4.785894206549118,136,34.25692695214106,22,5.541561712846348,122,30.730478589420656,15,3.7783375314861463,29,7.304785894206549
