codi,Municipi,RBM_pers17,mun,Nom.Municipi,Cens,Votants,perc_participacio,Abstenció,perc_abst,1rpartit,2npartit,3rpartit,4tpartit,Codi comarca,Nom comarca,Vots.valids,PSC,ERC,JxCAT,VOX,CUP,ECP,Cs,PP,PDeCAT,PSC.perc,ERC.perc,JxCAT.perc,VOX.perc,CUP.perc,ECP.perc,Cs.perc,PP.perc,PDeCAT.perc,CodiINE,Poblacio,Hombres,Mujeres
17161,Sant Feliu de Pallerols,16372,sant feliu de pallerols,Sant Feliu de Pallerols,1038,741,71.39,297,28.61,JxCat,ERC,CUP-G,PSC,19,Garrotxa,728,46,205,291,9,104,20,8,9,23,6.318681318681318,28.15934065934066,39.972527472527474,1.2362637362637363,14.285714285714285,2.7472527472527473,1.098901098901099,1.2362637362637363,3.159340659340659,171616,1437,724,713
17162,Sant Ferriol,10888,sant ferriol,Sant Ferriol,160,91,56.88,69,43.13,JxCat,ERC,CUP-G,PDeCAT,19,Garrotxa,91,9,13,31,6,13,8,0,0,10,9.89010989010989,14.285714285714285,34.065934065934066,6.593406593406594,14.285714285714285,8.791208791208792,0,0,10.989010989010989,171621,236,125,111
17163,Sant Gregori,19320,sant gregori,Sant Gregori,2941,2030,69.02,911,30.98,JxCat,ERC,CUP-G,PSC,20,Gironès,1985,137,454,900,47,244,60,33,18,49,6.9017632241813605,22.87153652392947,45.34005037783375,2.367758186397985,12.292191435768261,3.022670025188917,1.6624685138539042,0.906801007556675,2.468513853904282,171637,3928,2017,1911
17164,Sant Hilari Sacalm,13540,sant hilari sacalm,Sant Hilari Sacalm,3890,2096,53.88,1794,46.12,JxCat,ERC,CUP-G,PSC,34,Selva,2040,204,509,883,27,234,33,39,11,64,10,24.950980392156865,43.2843137254902,1.3235294117647058,11.470588235294118,1.6176470588235297,1.911764705882353,0.5392156862745098,3.1372549019607843,171642,5703,2884,2819
17165,Sant Jaume de Llierca,15671,sant jaume de llierca,Sant Jaume de Llierca,627,377,60.13,250,39.87,JxCat,ERC,CUP-G,PSC,19,Garrotxa,372,38,102,149,9,45,7,3,3,9,10.21505376344086,27.419354838709676,40.053763440860216,2.4193548387096775,12.096774193548388,1.881720430107527,0.8064516129032258,0.8064516129032258,2.4193548387096775,171655,871,420,451
17166,Sant Jordi Desvalls,14988,sant jordi desvalls,Sant Jordi Desvalls,547,413,75.5,134,24.5,JxCat,ERC,CUP-G,PSC,20,Gironès,403,17,98,181,8,69,6,1,0,17,4.218362282878412,24.317617866004962,44.91315136476427,1.9851116625310175,17.121588089330025,1.488833746898263,0.24813895781637718,0,4.218362282878412,171668,760,377,383
17167,Sant Joan de les Abadesses,16722,sant joan de les abadesses,Sant Joan de les Abadesses,2603,1627,62.5,976,37.5,JxCat,ERC,PSC,CUP-G,31,Ripollès,1594,163,407,651,45,154,36,12,11,56,10.225846925972396,25.53324968632371,40.84065244667503,2.823086574654956,9.661229611041405,2.258469259723965,0.7528230865746549,0.6900878293601004,3.5131744040150563,171674,3224,1595,1629
17168,Sant Joan de Mollet,15526,sant joan de mollet,Sant Joan de Mollet,372,267,71.77,105,28.23,JxCat,ERC,CUP-G,PSC,20,Gironès,261,21,58,99,9,40,13,6,0,1,8.045977011494253,22.22222222222222,37.93103448275862,3.4482758620689653,15.32567049808429,4.980842911877394,2.2988505747126435,0,0.38314176245210724,171680,498,241,257
17169,Sant Julià de Ramis,16986,sant julià de ramis,Sant Julià de Ramis,2536,1623,64,913,36,JxCat,ERC,PSC,CUP-G,20,Gironès,1593,250,341,503,129,180,56,56,9,30,15.693659761456372,21.40615191462649,31.57564344005022,8.097928436911488,11.299435028248588,3.515379786566227,3.515379786566227,0.5649717514124294,1.8832391713747645,171693,3576,1814,1762
17170,Vallfogona de Ripollès,15880,vallfogona de ripollès,Vallfogona de Ripollès,179,133,74.3,46,25.7,ERC,JxCat,CUP-G,PDeCAT,31,Ripollès,133,2,51,50,0,18,2,2,1,4,1.5037593984962405,38.34586466165413,37.59398496240601,0,13.533834586466165,1.5037593984962405,1.5037593984962405,0.7518796992481203,3.007518796992481,171707,196,107,89
17171,Sant Llorenç de la Muga,13568,sant llorenç de la muga,Sant Llorenç de la Muga,182,130,71.43,52,28.57,JxCat,ERC,CUP-G,PSC,2,Alt Empordà,127,10,35,48,2,14,9,0,1,4,7.874015748031496,27.559055118110237,37.79527559055118,1.574803149606299,11.023622047244094,7.086614173228346,0,0.7874015748031495,3.149606299212598,171714,265,134,131
17172,Sant Martí de Llémena,16449,sant martí de llémena,Sant Martí de Llémena,477,298,62.47,179,37.53,JxCat,ERC,CUP-G,PSC,20,Gironès,285,24,71,101,11,50,10,1,1,9,8.421052631578947,24.912280701754387,35.43859649122807,3.8596491228070176,17.543859649122805,3.508771929824561,0.3508771929824561,0.3508771929824561,3.1578947368421053,171729,641,334,307
17173,Sant Martí Vell,15965,sant martí vell,Sant Martí Vell,188,133,70.74,55,29.26,JxCat,ERC,CUP-G,PSC,20,Gironès,133,10,33,39,4,32,6,1,3,0,7.518796992481203,24.81203007518797,29.32330827067669,3.007518796992481,24.06015037593985,4.511278195488721,0.7518796992481203,2.2556390977443606,0,171735,251,136,115
17174,Sant Miquel de Campmajor,14338,sant miquel de campmajor,Sant Miquel de Campmajor,170,109,64.12,61,35.88,JxCat,CUP-G,ERC,ECP-PEC,28,Pla de l'Estany,108,3,25,41,1,26,4,2,0,2,2.7777777777777777,23.14814814814815,37.96296296296296,0.9259259259259258,24.074074074074073,3.7037037037037033,1.8518518518518516,0,1.8518518518518516,171740,229,127,102
17175,Sant Miquel de Fluvià,11496,sant miquel de fluvià,Sant Miquel de Fluvià,554,266,48.01,288,51.99,PSC,VOX,JxCat,ERC,2,Alt Empordà,260,57,39,49,52,19,11,12,11,2,21.923076923076923,15,18.846153846153847,20,7.307692307692308,4.230769230769231,4.615384615384616,4.230769230769231,0.7692307692307693,171753,761,396,365
17176,Sant Mori,21935,sant mori,Sant Mori,118,92,77.97,26,22.03,JxCat,ERC,PSC,CUP-G,2,Alt Empordà,92,14,19,21,6,12,4,6,6,1,15.217391304347828,20.652173913043477,22.82608695652174,6.521739130434782,13.043478260869565,4.3478260869565215,6.521739130434782,6.521739130434782,1.0869565217391304,171766,166,84,82
17177,Sant Pau de Segúries,14546,sant pau de segúries,Sant Pau de Segúries,584,339,58.05,245,41.95,JxCat,ERC,CUP-G,PSC,31,Ripollès,323,32,79,137,10,35,3,9,2,9,9.907120743034056,24.458204334365323,42.414860681114554,3.0959752321981426,10.8359133126935,0.9287925696594427,2.786377708978328,0.6191950464396285,2.786377708978328,171772,688,344,344
17178,Sant Pere Pescador,12783,sant pere pescador,Sant Pere Pescador,1073,604,56.29,469,43.71,JxCat,ERC,PSC,CUP-G,2,Alt Empordà,597,51,145,253,22,48,19,15,9,21,8.542713567839195,24.288107202680067,42.3785594639866,3.6850921273031827,8.040201005025125,3.1825795644891124,2.512562814070352,1.507537688442211,3.5175879396984926,171788,2090,1112,978
17180,Santa Coloma de Farners,14300,santa coloma de farners,Santa Coloma de Farners,8588,4510,52.52,4078,47.48,JxCat,ERC,PSC,CUP-G,34,Selva,4435,472,983,1884,186,423,137,68,66,117,10.642615558060879,22.16459977452086,42.48027057497181,4.19391206313416,9.537767756482525,3.0890642615558064,1.5332581736189403,1.4881623449830892,2.6381059751972944,171805,13363,6762,6601
17181,Santa Cristina d'Aro,15127,santa cristina d'aro,Santa Cristina d'Aro,3578,1899,53.07,1679,46.93,JxCat,ERC,PSC,VOX,10,Baix Empordà,1868,310,440,565,121,78,108,93,45,68,16.595289079229122,23.554603854389722,30.24625267665953,6.477516059957174,4.17558886509636,5.781584582441114,4.9785867237687365,2.4089935760171306,3.640256959314775,171812,5287,2661,2626
17182,Santa Llogaia d'Àlguema,11564,santa llogaia d'àlguema,Santa Llogaia d'Àlguema,285,151,52.98,134,47.02,PSC,JxCat,VOX,ERC,2,Alt Empordà,146,39,18,31,24,2,11,6,9,5,26.71232876712329,12.32876712328767,21.232876712328768,16.43835616438356,1.36986301369863,7.534246575342466,4.10958904109589,6.164383561643835,3.4246575342465753,171827,368,189,179
17183,Sant Aniol de Finestres,17989,sant aniol de finestres,Sant Aniol de Finestres,255,172,67.45,83,32.55,JxCat,ERC,CUP-G,PSC,19,Garrotxa,168,11,28,83,9,18,2,2,3,4,6.547619047619048,16.666666666666664,49.404761904761905,5.357142857142857,10.714285714285714,1.1904761904761905,1.1904761904761905,1.7857142857142856,2.380952380952381,171833,345,180,165
17184,Santa Pau,17312,santa pau,Santa Pau,1254,830,66.19,424,33.81,JxCat,ERC,CUP-G,PSC,19,Garrotxa,811,59,193,363,16,85,24,7,7,19,7.274969173859433,23.79778051787916,44.75955610357583,1.972872996300863,10.480887792848335,2.9593094944512948,0.8631319358816275,0.8631319358816275,2.342786683107275,171848,1614,837,777
17185,Sant Joan les Fonts,16963,sant joan les fonts,Sant Joan les Fonts,2280,1221,53.55,1059,46.45,JxCat,ERC,PSC,CUP-G,19,Garrotxa,1212,145,325,495,24,90,31,14,11,44,11.963696369636963,26.815181518151814,40.84158415841584,1.9801980198019802,7.425742574257425,2.557755775577558,1.155115511551155,0.9075907590759077,3.6303630363036308,171851,3044,1553,1491
17186,Sarrià de Ter,15278,sarrià de ter,Sarrià de Ter,3868,2212,57.19,1656,42.81,JxCat,ERC,PSC,CUP-G,20,Gironès,2177,416,501,633,136,205,69,74,35,39,19.108865411116216,23.013321084060635,29.076711070280204,6.24712907671107,9.416628387689482,3.16949931097841,3.3991731740927884,1.607717041800643,1.7914561322921452,171864,5229,2567,2662
17187,"Saus, Camallera i Llampaies",15746,"saus, camallera i llampaies","Saus, Camallera i Llampaies",649,464,71.49,185,28.51,JxCat,ERC,CUP-G,PSC,2,Alt Empordà,456,56,100,148,14,70,35,3,1,19,12.280701754385964,21.929824561403507,32.45614035087719,3.070175438596491,15.350877192982457,7.675438596491229,0.6578947368421052,0.21929824561403508,4.166666666666666,171870,856,426,430
17188,"Selva de Mar, La",15515,"selva de mar, la","Selva de Mar, la",171,128,74.85,43,25.15,JxCat,CUP-G,ERC,ECP-PEC,2,Alt Empordà,125,9,24,48,0,28,9,1,3,1,7.199999999999999,19.2,38.4,0,22.400000000000002,7.199999999999999,0.8,2.4,0.8,171886,195,105,90
17189,"Cellera de Ter, La",14364,"cellera de ter, la","Cellera de Ter, la",1499,1084,72.31,415,27.69,JxCat,ERC,CUP-G,PSC,34,Selva,1069,64,199,591,13,127,24,9,5,18,5.9869036482694105,18.6155285313377,55.285313376987844,1.216089803554724,11.880261927034612,2.245088868101029,0.841908325537886,0.4677268475210477,1.683816651075772,171899,1950,959,991
17190,Serinyà,15511,serinyà,Serinyà,847,520,61.39,327,38.61,JxCat,ERC,CUP-G,PSC,28,Pla de l'Estany,505,33,126,213,10,82,11,7,4,12,6.534653465346535,24.95049504950495,42.17821782178218,1.9801980198019802,16.237623762376238,2.178217821782178,1.3861386138613863,0.7920792079207921,2.376237623762376,171903,1133,574,559
17191,Serra de Daró,14613,serra de daró,Serra de Daró,171,146,85.38,25,14.62,JxCat,ERC,CUP-G,PDeCAT,10,Baix Empordà,146,9,28,65,0,20,7,2,2,12,6.164383561643835,19.17808219178082,44.52054794520548,0,13.698630136986301,4.794520547945205,1.36986301369863,1.36986301369863,8.21917808219178,171910,222,121,101
17192,Setcases,17812,setcases,Setcases,147,96,65.31,51,34.69,JxCat,ERC,PDeCAT,PSC,31,Ripollès,92,6,15,36,3,5,2,4,3,14,6.521739130434782,16.304347826086957,39.130434782608695,3.260869565217391,5.434782608695652,2.1739130434782608,4.3478260869565215,3.260869565217391,15.217391304347828,171925,170,96,74
17193,Sils,14035,sils,Sils,4405,2161,49.06,2244,50.94,JxCat,ERC,PSC,VOX,34,Selva,2127,389,457,622,175,137,92,107,33,44,18.28866948754114,21.48566055477198,29.24306535025858,8.227550540667607,6.4409967089797835,4.325340855665257,5.030559473436766,1.5514809590973202,2.068641278796427,171931,6219,3187,3032
17194,Susqueda,.,susqueda,Susqueda,73,49,67.12,24,32.88,JxCat,ERC,PSC,CUP-G,34,Selva,49,3,15,19,2,2,0,0,2,2,6.122448979591836,30.612244897959183,38.775510204081634,4.081632653061225,4.081632653061225,0,0,4.081632653061225,4.081632653061225,171946,93,55,38
17195,"Tallada d'Empordà, La",17263,"tallada d'empordà, la","Tallada d'Empordà, la",351,278,79.2,73,20.8,JxCat,ERC,CUP-G,PSC,10,Baix Empordà,274,27,71,99,3,46,14,0,1,7,9.854014598540147,25.91240875912409,36.13138686131387,1.094890510948905,16.78832116788321,5.109489051094891,0,0.36496350364963503,2.5547445255474455,171959,454,237,217
17196,Terrades,14803,terrades,Terrades,245,156,63.67,89,36.33,JxCat,ERC,CUP-G,PDeCAT,2,Alt Empordà,149,8,33,47,5,23,7,8,6,9,5.369127516778524,22.14765100671141,31.543624161073826,3.3557046979865772,15.436241610738255,4.697986577181208,5.369127516778524,4.026845637583892,6.0402684563758395,171962,338,166,172
17197,Torrent,15686,torrent,Torrent,126,91,72.22,35,27.78,JxCat,ERC,PSC,PDeCAT,10,Baix Empordà,91,11,22,31,2,8,0,5,0,9,12.087912087912088,24.175824175824175,34.065934065934066,2.197802197802198,8.791208791208792,0,5.4945054945054945,0,9.89010989010989,171978,164,87,77
17198,Torroella de Fluvià,14263,torroella de fluvià,Torroella de Fluvià,447,264,59.06,183,40.94,JxCat,ERC,PSC,VOX,2,Alt Empordà,260,37,64,75,25,23,13,9,6,7,14.23076923076923,24.615384615384617,28.846153846153843,9.615384615384617,8.846153846153847,5,3.4615384615384617,2.307692307692308,2.6923076923076925,171984,703,367,336
17199,Torroella de Montgrí,13095,torroella de montgrí,Torroella de Montgrí,7059,3995,56.59,3064,43.41,JxCat,ERC,PSC,CUP-G,10,Baix Empordà,3928,460,919,1280,245,435,149,134,56,110,11.710794297352342,23.39613034623218,32.586558044806516,6.237270875763747,11.074338085539715,3.7932790224032584,3.4114052953156824,1.4256619144602851,2.8004073319755602,171997,11836,5983,5853
17200,Tortellà,14831,tortellà,Tortellà,635,416,65.51,219,34.49,JxCat,ERC,CUP-G,PSC,19,Garrotxa,409,38,106,140,2,71,29,2,3,6,9.290953545232274,25.91687041564792,34.229828850855746,0.4889975550122249,17.359413202933986,7.090464547677261,0.4889975550122249,0.7334963325183375,1.466992665036675,172001,818,391,427
17201,Toses,18386,toses,Toses,146,98,67.12,48,32.88,JxCat,ERC,CUP-G,VOX,31,Ripollès,97,3,27,34,8,12,2,1,1,6,3.0927835051546393,27.835051546391753,35.051546391752574,8.24742268041237,12.371134020618557,2.0618556701030926,1.0309278350515463,1.0309278350515463,6.185567010309279,172018,168,98,70
17202,Tossa de Mar,13729,tossa de mar,Tossa de Mar,3923,2079,53,1844,47,JxCat,ERC,PSC,CUP-G,34,Selva,2031,366,497,595,112,118,77,107,55,60,18.020679468242246,24.47070408665682,29.2959133431807,5.5145248645987195,5.809945839487937,3.79123584441162,5.268340718857706,2.708025603151157,2.954209748892171,172023,5818,2927,2891
17203,Ultramort,15004,ultramort,Ultramort,162,105,64.81,57,35.19,JxCat,ERC,CUP-G,PSC,10,Baix Empordà,103,4,27,45,0,14,4,2,0,2,3.8834951456310676,26.21359223300971,43.689320388349515,0,13.592233009708737,3.8834951456310676,1.9417475728155338,0,1.9417475728155338,172039,225,117,108
17204,Ullà,11244,ullà,Ullà,624,370,59.29,254,40.71,JxCat,ERC,PSC,CUP-G,10,Baix Empordà,364,71,73,111,21,29,15,10,15,9,19.505494505494507,20.054945054945055,30.494505494505496,5.769230769230769,7.967032967032966,4.1208791208791204,2.7472527472527473,4.1208791208791204,2.4725274725274726,172044,1177,648,529
17205,Ullastret,15194,ullastret,Ullastret,194,142,73.2,52,26.8,JxCat,ERC,CUP-G,PDeCAT,10,Baix Empordà,141,8,36,63,1,13,7,0,1,12,5.673758865248227,25.53191489361702,44.680851063829785,0.7092198581560284,9.219858156028367,4.964539007092199,0,0.7092198581560284,8.51063829787234,172057,274,138,136
17206,Urús,25536,urús,Urús,175,122,69.71,53,30.29,JxCat,ERC,CUP-G,PDeCAT,15,Cerdanya,117,9,22,43,1,17,3,2,5,13,7.6923076923076925,18.803418803418804,36.75213675213676,0.8547008547008548,14.529914529914532,2.564102564102564,1.7094017094017095,4.273504273504273,11.11111111111111,172060,196,96,100
17207,"Vall d'en Bas, La",17637,"vall d'en bas, la","Vall d'en Bas, la",2444,1668,68.25,776,31.75,JxCat,ERC,CUP-G,PSC,19,Garrotxa,1646,80,396,740,18,213,47,18,17,66,4.860267314702309,24.05832320777643,44.95747266099636,1.0935601458080195,12.940461725394897,2.8554070473876063,1.0935601458080195,1.0328068043742407,4.0097205346294045,172076,3093,1568,1525
17208,"Vall de Bianya, La",17675,"vall de bianya, la","Vall de Bianya, la",1013,586,57.85,427,42.15,JxCat,ERC,CUP-G,PSC,19,Garrotxa,577,28,125,265,10,81,23,7,6,12,4.852686308492201,21.663778162911612,45.92720970537262,1.733102253032929,14.038128249566725,3.9861351819757362,1.2131715771230502,1.0398613518197575,2.079722703639515,172082,1275,641,634
17209,Vall-llobrega,14940,vall-llobrega,Vall-llobrega,640,427,66.72,213,33.28,JxCat,ERC,PSC,VOX,10,Baix Empordà,420,54,104,131,38,32,13,20,11,10,12.857142857142856,24.761904761904763,31.19047619047619,9.047619047619047,7.6190476190476195,3.0952380952380953,4.761904761904762,2.619047619047619,2.380952380952381,172095,897,451,446
17210,Ventalló,15656,ventalló,Ventalló,602,387,64.29,215,35.71,JxCat,ERC,CUP-G,PSC,2,Alt Empordà,378,37,81,147,11,51,16,1,9,12,9.788359788359788,21.428571428571427,38.88888888888889,2.91005291005291,13.492063492063492,4.232804232804233,0.26455026455026454,2.380952380952381,3.1746031746031744,172109,846,428,418
17211,Verges,13745,verges,Verges,846,595,70.33,251,29.67,JxCat,CUP-G,ERC,PSC,10,Baix Empordà,588,39,106,264,8,115,13,8,5,20,6.63265306122449,18.027210884353742,44.89795918367347,1.3605442176870748,19.5578231292517,2.2108843537414966,1.3605442176870748,0.8503401360544218,3.4013605442176873,172116,1169,575,594
17212,Vidrà,15413,vidrà,Vidrà,148,113,76.35,35,23.65,JxCat,ERC,CUP-G,PDeCAT,24,Osona,110,5,26,41,3,14,0,0,0,14,4.545454545454546,23.636363636363637,37.27272727272727,2.727272727272727,12.727272727272727,0,0,0,12.727272727272727,172121,177,88,89
17213,Vidreres,13637,vidreres,Vidreres,5679,2593,45.66,3086,54.34,JxCat,ERC,PSC,CUP-G,34,Selva,2553,363,544,963,161,191,117,68,35,55,14.218566392479437,21.30826478652566,37.72032902467685,6.306306306306306,7.481394437916176,4.582843713278495,2.6635330983157073,1.3709361535448492,2.1543282412847633,172137,7951,4130,3821
17214,Vilabertran,14368,vilabertran,Vilabertran,710,434,61.13,276,38.87,JxCat,ERC,PSC,CUP-G,2,Alt Empordà,422,34,115,154,22,31,12,6,14,23,8.056872037914692,27.251184834123222,36.492890995260666,5.213270142180095,7.345971563981042,2.843601895734597,1.4218009478672986,3.3175355450236967,5.450236966824645,172142,993,493,500
17215,Vilablareix,18392,vilablareix,Vilablareix,2426,1663,68.55,763,31.45,JxCat,ERC,PSC,CUP-G,20,Gironès,1630,206,455,550,71,117,44,40,26,59,12.63803680981595,27.914110429447852,33.74233128834356,4.355828220858895,7.177914110429448,2.6993865030674846,2.4539877300613497,1.5950920245398774,3.6196319018404908,172155,3063,1517,1546
17216,Viladasens,43228,viladasens,Viladasens,163,118,72.39,45,27.61,JxCat,CUP-G,ERC,PSC,20,Gironès,113,11,17,56,1,19,2,1,3,1,9.734513274336283,15.04424778761062,49.557522123893804,0.8849557522123894,16.8141592920354,1.7699115044247788,0.8849557522123894,2.6548672566371683,0.8849557522123894,172168,206,110,96
17217,Viladamat,14702,viladamat,Viladamat,365,277,75.89,88,24.11,JxCat,CUP-G,ERC,PSC,2,Alt Empordà,274,15,44,93,9,82,7,5,3,10,5.474452554744526,16.05839416058394,33.941605839416056,3.2846715328467155,29.927007299270077,2.5547445255474455,1.824817518248175,1.094890510948905,3.64963503649635,172174,458,232,226
17218,Vilademuls,14918,vilademuls,Vilademuls,578,423,73.18,155,26.82,JxCat,CUP-G,ERC,PSC,28,Pla de l'Estany,414,22,65,181,4,80,20,8,5,15,5.314009661835748,15.70048309178744,43.71980676328502,0.966183574879227,19.32367149758454,4.830917874396135,1.932367149758454,1.2077294685990339,3.6231884057971016,172180,835,431,404
17220,Viladrau,17527,viladrau,Viladrau,832,592,71.15,240,28.85,JxCat,ERC,CUP-G,PDeCAT,24,Osona,578,26,153,255,11,64,12,8,4,34,4.498269896193772,26.47058823529412,44.11764705882353,1.9031141868512111,11.072664359861593,2.0761245674740483,1.384083044982699,0.6920415224913495,5.88235294117647,172207,1047,508,539
17221,Vilafant,14568,vilafant,Vilafant,4188,2393,57.14,1795,42.86,ERC,JxCat,PSC,VOX,2,Alt Empordà,2354,407,559,543,333,121,72,121,66,74,17.289719626168225,23.746813933729822,23.06711979609176,14.146134239592184,5.14018691588785,3.058623619371283,5.14018691588785,2.803738317757009,3.143585386576041,172214,5421,2660,2761
17222,Vilaür,18665,vilaür,Vilaür,108,92,85.19,16,14.81,JxCat,ERC,CUP-G,ECP-PEC,2,Alt Empordà,88,1,21,47,1,15,1,0,0,0,1.1363636363636365,23.863636363636363,53.40909090909091,1.1363636363636365,17.045454545454543,1.1363636363636365,0,0,0,172229,158,80,78
17223,Vilajuïga,14171,vilajuïga,Vilajuïga,819,477,58.24,342,41.76,JxCat,ERC,PSC,CUP-G,2,Alt Empordà,474,77,104,141,32,52,26,8,5,12,16.244725738396625,21.940928270042196,29.746835443037973,6.751054852320674,10.970464135021098,5.485232067510549,1.6877637130801686,1.0548523206751055,2.5316455696202533,172235,1116,558,558
17224,Vilallonga de Ter,15324,vilallonga de ter,Vilallonga de Ter,292,176,60.27,116,39.73,JxCat,ERC,CUP-G,PDeCAT,31,Ripollès,151,10,27,79,2,12,2,2,3,11,6.622516556291391,17.880794701986755,52.317880794701985,1.3245033112582782,7.9470198675496695,1.3245033112582782,1.3245033112582782,1.9867549668874174,7.28476821192053,172240,398,213,185
17225,Vilamacolum,14319,vilamacolum,Vilamacolum,207,136,65.7,71,34.3,ERC,JxCat,CUP-G,PDeCAT,2,Alt Empordà,136,7,44,39,5,12,3,5,5,8,5.147058823529411,32.35294117647059,28.676470588235293,3.6764705882352944,8.823529411764707,2.2058823529411766,3.6764705882352944,3.6764705882352944,5.88235294117647,172253,377,211,166
17226,Vilamalla,13503,vilamalla,Vilamalla,878,456,51.94,422,48.06,VOX,JxCat,ERC,PSC,2,Alt Empordà,453,64,85,87,102,15,10,36,22,10,14.1280353200883,18.76379690949227,19.205298013245034,22.516556291390728,3.3112582781456954,2.207505518763797,7.9470198675496695,4.856512141280353,2.207505518763797,172266,1161,586,575
17227,Vilamaniscle,13086,vilamaniscle,Vilamaniscle,148,95,64.19,53,35.81,ERC,JxCat,CUP-G,PSC,2,Alt Empordà,95,12,35,26,1,13,0,2,1,4,12.631578947368421,36.84210526315789,27.368421052631582,1.0526315789473684,13.684210526315791,0,2.1052631578947367,1.0526315789473684,4.2105263157894735,172272,212,121,91
17228,Vilanant,16316,vilanant,Vilanant,287,191,66.55,96,33.45,JxCat,ERC,PSC,CUP-G,2,Alt Empordà,186,17,44,65,14,14,8,4,1,13,9.13978494623656,23.655913978494624,34.946236559139784,7.526881720430108,7.526881720430108,4.301075268817205,2.1505376344086025,0.5376344086021506,6.989247311827956,172288,386,194,192
17230,Vila-sacra,14750,vila-sacra,Vila-sacra,501,300,59.88,201,40.12,JxCat,ERC,PSC,VOX,2,Alt Empordà,297,49,55,102,27,21,3,15,6,12,16.4983164983165,18.51851851851852,34.34343434343434,9.090909090909092,7.07070707070707,1.0101010101010102,5.05050505050505,2.0202020202020203,4.040404040404041,172305,758,377,381
17232,Vilopriu,17765,vilopriu,Vilopriu,171,119,69.59,52,30.41,JxCat,ERC,CUP-G,PSC,10,Baix Empordà,118,16,25,37,9,16,6,4,1,2,13.559322033898304,21.1864406779661,31.35593220338983,7.627118644067797,13.559322033898304,5.084745762711865,3.389830508474576,0.847457627118644,1.694915254237288,172327,204,109,95
17233,Vilobí d'Onyar,15728,vilobí d'onyar,Vilobí d'Onyar,2386,1479,61.99,907,38.01,JxCat,ERC,CUP-G,PSC,34,Selva,1454,103,315,649,55,145,33,24,12,82,7.083906464924347,21.664374140302613,44.63548830811555,3.782668500687758,9.972489683631363,2.269601100412655,1.6506189821182942,0.8253094910591471,5.639614855570839,172333,3333,1732,1601
17234,Biure,14142,biure,Biure,183,116,63.39,67,36.61,ERC,JxCat,PSC,CUP-G,2,Alt Empordà,115,13,30,30,10,12,8,5,2,2,11.304347826086957,26.08695652173913,26.08695652173913,8.695652173913043,10.434782608695652,6.956521739130435,4.3478260869565215,1.7391304347826086,1.7391304347826086,172348,241,125,116
17901,"Cruïlles, Monells i Sant Sadurní de l'Heura",15862,"cruïlles, monells i sant sadurní de l'heura","Cruïlles, Monells i Sant Sadurní de l'Heura",1024,664,64.84,360,35.16,JxCat,ERC,CUP-G,PSC,10,Baix Empordà,652,67,170,212,16,93,26,15,4,26,10.276073619631902,26.07361963190184,32.515337423312886,2.4539877300613497,14.263803680981596,3.9877300613496933,2.3006134969325154,0.6134969325153374,3.9877300613496933,179011,1270,632,638
17902,Forallac,17646,forallac,Forallac,1310,871,66.49,439,33.51,JxCat,ERC,PSC,CUP-G,10,Baix Empordà,855,90,181,346,28,83,21,23,11,51,10.526315789473683,21.169590643274855,40.46783625730994,3.274853801169591,9.707602339181287,2.456140350877193,2.690058479532164,1.2865497076023393,5.964912280701754,179026,1695,827,868
17903,Sant Julià del Llor i Bonmatí,14621,sant julià del llor i bonmatí,Sant Julià del Llor i Bonmatí,918,550,59.91,368,40.09,JxCat,ERC,PSC,CUP-G,34,Selva,544,47,136,245,21,42,18,12,4,10,8.63970588235294,25,45.036764705882355,3.860294117647059,7.720588235294118,3.308823529411765,2.2058823529411766,0.7352941176470588,1.8382352941176472,179032,1313,660,653
25001,Abella de la Conca,12008,abella de la conca,Abella de la Conca,134,62,46.27,72,53.73,JxCat,ERC,CUP-G,PSC,25,Pallars Jussà,62,3,16,29,0,9,2,1,0,0,4.838709677419355,25.806451612903224,46.774193548387096,0,14.516129032258066,3.225806451612903,1.6129032258064515,0,0,250019,183,99,84
25002,Àger,13620,àger,Àger,457,301,65.86,156,34.14,JxCat,ERC,CUP-G,PSC,23,Noguera,295,31,83,102,9,34,5,7,4,13,10.508474576271185,28.135593220338983,34.57627118644068,3.050847457627119,11.525423728813559,1.694915254237288,2.3728813559322033,1.3559322033898304,4.406779661016949,250024,580,314,266
25003,Agramunt,13728,agramunt,Agramunt,3733,2053,55,1680,45,JxCat,ERC,PSC,CUP-G,38,Urgell,2016,203,602,755,92,97,43,44,47,51,10.069444444444445,29.86111111111111,37.45039682539682,4.563492063492063,4.811507936507937,2.132936507936508,2.1825396825396823,2.3313492063492065,2.5297619047619047,250030,5411,2710,2701
25004,"Alamús, Els",13861,"alamús, els","Alamús, els",566,364,64.31,202,35.69,JxCat,ERC,PSC,CUP-G,33,Segrià,353,34,108,112,24,25,13,5,2,20,9.631728045325778,30.59490084985836,31.728045325779036,6.79886685552408,7.0821529745042495,3.6827195467422094,1.41643059490085,0.56657223796034,5.6657223796034,250045,811,412,399
25005,Alàs i Cerc,14091,alàs i cerc,Alàs i Cerc,262,167,63.74,95,36.26,JxCat,ERC,PSC,CUP-G,4,Alt Urgell,167,31,37,52,2,18,4,5,4,5,18.562874251497004,22.15568862275449,31.137724550898206,1.1976047904191618,10.778443113772456,2.3952095808383236,2.9940119760479043,2.3952095808383236,2.9940119760479043,250058,320,158,162
